,index,cod_loja,datetime,cod_ap,cod_municipio,feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,quarter,ano,mes,categoria_loja,receita_trim1,receita_trim2,receita_trim3,receita_media,receita_ano_passado,cnt_feriados,receita_minha_categoria
2,53022.0,2607,2018-03-01,4322806001001,4322806,FEATURE_01_VALUE_08,FEATURE_02_VALUE_06,0,49.3,FEATURE_05_VALUE_03,3,0.10822863403399904,0.108363186038933,11.35917511,8.101758081503691,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,10,67031.69,79011.91000000003,193164.00999999983,113069.2033333333,188024.77999999988,0.0,101601.59410732712
0,53042.0,2608,2018-01-01,3205200005019,3205200,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,0,20.04,FEATURE_05_VALUE_06,2,0.118748745112078,0.110059743182675,232.30176399,2.1152292273913704,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,0,15928.88,19975.19,28888.410000000003,21597.493333333336,13882.500000000002,1.0,45986.62604746691
1,53044.0,2608,2018-02-01,3205200005019,3205200,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,0,20.04,FEATURE_05_VALUE_06,2,0.118748745112078,0.110059743182675,232.30176399,2.1152292273913704,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,0,15928.88,19975.19,28888.410000000003,21597.493333333336,25848.500000000004,0.0,34970.68196257417
2,53046.0,2608,2018-03-01,3205200005019,3205200,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,0,20.04,FEATURE_05_VALUE_06,2,0.118748745112078,0.110059743182675,232.30176399,2.1152292273913704,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,0,15928.88,19975.19,28888.410000000003,21597.493333333336,28523.020000000004,0.0,41821.36338658147
0,53066.0,2609,2018-01-01,4300802001001,4300802,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,37.77,FEATURE_05_VALUE_03,2,0.10822863403399904,0.108363186038933,5.00218136,15.054572826496,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,0,40345.49000000001,62368.68000000001,121344.66000000006,74686.27666666669,29502.47,1.0,45986.62604746691
1,53068.0,2609,2018-02-01,4300802001001,4300802,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,37.77,FEATURE_05_VALUE_03,2,0.10822863403399904,0.108363186038933,5.00218136,15.054572826496,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,0,40345.49000000001,62368.68000000001,121344.66000000006,74686.27666666669,46629.63,0.0,34970.68196257417
2,53070.0,2609,2018-03-01,4300802001001,4300802,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,37.77,FEATURE_05_VALUE_03,2,0.10822863403399904,0.108363186038933,5.00218136,15.054572826496,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,0,40345.49000000001,62368.68000000001,121344.66000000006,74686.27666666669,107121.7,0.0,41821.36338658147
0,53090.0,2610,2018-01-01,4319000001001,4319000,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,25.0,FEATURE_05_VALUE_03,2,0.10822863403399904,0.108363186038933,9.48295673,9.43218260705527,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,0,35676.860000000015,51118.53999999999,104814.08000000002,63869.82666666668,37684.41,1.0,45986.62604746691
1,53092.0,2610,2018-02-01,4319000001001,4319000,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,25.0,FEATURE_05_VALUE_03,2,0.10822863403399904,0.108363186038933,9.48295673,9.43218260705527,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,0,35676.860000000015,51118.53999999999,104814.08000000002,63869.82666666668,41227.41,0.0,34970.68196257417
2,53094.0,2610,2018-03-01,4319000001001,4319000,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,25.0,FEATURE_05_VALUE_03,2,0.10822863403399904,0.108363186038933,9.48295673,9.43218260705527,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,0,35676.860000000015,51118.53999999999,104814.08000000002,63869.82666666668,114122.8899999999,0.0,41821.36338658147
0,53114.0,2611,2018-01-01,3541000005003,3541000,FEATURE_01_VALUE_10,FEATURE_02_VALUE_03,0,33.28,FEATURE_05_VALUE_03,8,0.16728186212309398,0.16072041411994198,147.21744963,2.3390953047674103,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,68.4,100.0,100.0,79.4,87.4,1,2018,1,10,141677.16,158563.66,365156.19999999966,221799.00666666657,140763.33000000002,1.0,107494.8804223901
1,53116.0,2611,2018-02-01,3541000005003,3541000,FEATURE_01_VALUE_10,FEATURE_02_VALUE_03,0,33.28,FEATURE_05_VALUE_03,8,0.16728186212309398,0.16072041411994198,147.21744963,2.3390953047674103,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,68.4,100.0,100.0,79.4,87.4,1,2018,2,10,141677.16,158563.66,365156.19999999966,221799.00666666657,148705.06,0.0,84367.13394908841
2,53118.0,2611,2018-03-01,3541000005003,3541000,FEATURE_01_VALUE_10,FEATURE_02_VALUE_03,0,33.28,FEATURE_05_VALUE_03,8,0.16728186212309398,0.16072041411994198,147.21744963,2.3390953047674103,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,68.4,100.0,100.0,79.4,87.4,1,2018,3,10,141677.16,158563.66,365156.19999999966,221799.00666666657,326842.4699999997,0.0,101601.59410732712
0,53138.0,2612,2018-01-01,2904902003002,2904902,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,0,32.22,FEATURE_05_VALUE_03,6,0.104162103532515,0.0878070999373564,7.15691507,5.79122629216737,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,63.7,100.0,100.0,95.8,92.8,1,2018,1,0,52967.09000000001,54654.12,99238.41,68953.20666666668,60336.96,1.0,45986.62604746691
1,53140.0,2612,2018-02-01,2904902003002,2904902,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,0,32.22,FEATURE_05_VALUE_03,6,0.104162103532515,0.0878070999373564,7.15691507,5.79122629216737,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,63.7,100.0,100.0,95.8,92.8,1,2018,2,0,52967.09000000001,54654.12,99238.41,68953.20666666668,70057.28000000001,0.0,34970.68196257417
2,53142.0,2612,2018-03-01,2904902003002,2904902,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,0,32.22,FEATURE_05_VALUE_03,6,0.104162103532515,0.0878070999373564,7.15691507,5.79122629216737,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,63.7,100.0,100.0,95.8,92.8,1,2018,3,0,52967.09000000001,54654.12,99238.41,68953.20666666668,102442.22,0.0,41821.36338658147
0,53162.0,2614,2018-01-01,1302603005028,1302603,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,1,40.0,FEATURE_05_VALUE_05,7,0.108044703501888,0.10676164476695098,1024.6840934,1.7495168174734,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,76.7,89.7,100.0,100.0,83.7,86.6,1,2018,1,10,128810.9299999999,183635.52,229182.94,180543.12999999998,116001.04,1.0,107494.8804223901
1,53164.0,2614,2018-02-01,1302603005028,1302603,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,1,40.0,FEATURE_05_VALUE_05,7,0.108044703501888,0.10676164476695098,1024.6840934,1.7495168174734,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,76.7,89.7,100.0,100.0,83.7,86.6,1,2018,2,10,128810.9299999999,183635.52,229182.94,180543.12999999998,128053.32,0.0,84367.13394908841
2,53166.0,2614,2018-03-01,1302603005028,1302603,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,1,40.0,FEATURE_05_VALUE_05,7,0.108044703501888,0.10676164476695098,1024.6840934,1.7495168174734,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,76.7,89.7,100.0,100.0,83.7,86.6,1,2018,3,10,128810.9299999999,183635.52,229182.94,180543.12999999998,175212.13,0.0,101601.59410732712
0,53186.0,2615,2018-01-01,2301307001001,2301307,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,0,27.48,FEATURE_05_VALUE_03,1,0.18471753800042487,0.161636695260014,4.29704719,4.69726149654751,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,0,20982.29,29405.63,41795.94,30727.953333333335,23477.96000000001,1.0,45986.62604746691
1,53188.0,2615,2018-02-01,2301307001001,2301307,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,0,27.48,FEATURE_05_VALUE_03,1,0.18471753800042487,0.161636695260014,4.29704719,4.69726149654751,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,0,20982.29,29405.63,41795.94,30727.953333333335,31806.35,0.0,34970.68196257417
2,53190.0,2615,2018-03-01,2301307001001,2301307,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,0,27.48,FEATURE_05_VALUE_03,1,0.18471753800042487,0.161636695260014,4.29704719,4.69726149654751,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,0,20982.29,29405.63,41795.94,30727.953333333335,37782.75,1.0,41821.36338658147
0,53210.0,2616,2018-01-01,3526902005002,3526902,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,45.04,FEATURE_05_VALUE_05,3,0.163362921787314,0.15969210353688598,145.02493461,2.02401835109972,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,10,101909.63000000002,133280.18,256590.27999999988,163926.69666666663,100341.88,1.0,107494.8804223901
1,53212.0,2616,2018-02-01,3526902005002,3526902,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,45.04,FEATURE_05_VALUE_05,3,0.163362921787314,0.15969210353688598,145.02493461,2.02401835109972,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,10,101909.63000000002,133280.18,256590.27999999988,163926.69666666663,115931.77,0.0,84367.13394908841
2,53214.0,2616,2018-03-01,3526902005002,3526902,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,45.04,FEATURE_05_VALUE_05,3,0.163362921787314,0.15969210353688598,145.02493461,2.02401835109972,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,10,101909.63000000002,133280.18,256590.27999999988,163926.69666666663,226891.7899999998,0.0,101601.59410732712
0,53234.0,2617,2018-01-01,2304400005035,2304400,FEATURE_01_VALUE_10,FEATURE_02_VALUE_03,0,63.03,FEATURE_05_VALUE_03,5,0.153550286877697,0.141161202893031,1206.04990419,2.27694787101515,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,10,127191.68,185887.79,250615.42999999985,187898.29999999993,130269.18,1.0,107494.8804223901
1,53236.0,2617,2018-02-01,2304400005035,2304400,FEATURE_01_VALUE_10,FEATURE_02_VALUE_03,0,63.03,FEATURE_05_VALUE_03,5,0.153550286877697,0.141161202893031,1206.04990419,2.27694787101515,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,10,127191.68,185887.79,250615.42999999985,187898.29999999993,190788.25,0.0,84367.13394908841
2,53238.0,2617,2018-03-01,2304400005035,2304400,FEATURE_01_VALUE_10,FEATURE_02_VALUE_03,0,63.03,FEATURE_05_VALUE_03,5,0.153550286877697,0.141161202893031,1206.04990419,2.27694787101515,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,10,127191.68,185887.79,250615.42999999985,187898.29999999993,271035.4599999998,1.0,101601.59410732712
0,53258.0,2618,2018-01-01,5002704005003,5002704,FEATURE_01_VALUE_10,FEATURE_02_VALUE_03,0,33.15,FEATURE_05_VALUE_06,7,0.187376319818174,0.192752197078336,391.76496721,2.4601052925065203,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,10,110672.75,144681.2,217405.89999999988,157586.6166666666,113533.88000000002,1.0,107494.8804223901
1,53260.0,2618,2018-02-01,5002704005003,5002704,FEATURE_01_VALUE_10,FEATURE_02_VALUE_03,0,33.15,FEATURE_05_VALUE_06,7,0.187376319818174,0.192752197078336,391.76496721,2.4601052925065203,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,10,110672.75,144681.2,217405.89999999988,157586.6166666666,110182.80999999998,0.0,84367.13394908841
2,53262.0,2618,2018-03-01,5002704005003,5002704,FEATURE_01_VALUE_10,FEATURE_02_VALUE_03,0,33.15,FEATURE_05_VALUE_06,7,0.187376319818174,0.192752197078336,391.76496721,2.4601052925065203,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,10,110672.75,144681.2,217405.89999999988,157586.6166666666,208291.80999999988,0.0,101601.59410732712
0,53282.0,2619,2018-01-01,2920601003002,2920601,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,0,25.0,FEATURE_05_VALUE_03,2,0.104162103532515,0.0878070999373564,10.18354204,4.33783021732529,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,0,25565.94,45219.26,45906.8,38897.333333333336,28268.03,1.0,45986.62604746691
1,53284.0,2619,2018-02-01,2920601003002,2920601,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,0,25.0,FEATURE_05_VALUE_03,2,0.104162103532515,0.0878070999373564,10.18354204,4.33783021732529,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,0,25565.94,45219.26,45906.8,38897.333333333336,28846.8,0.0,34970.68196257417
2,53286.0,2619,2018-03-01,2920601003002,2920601,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,0,25.0,FEATURE_05_VALUE_03,2,0.104162103532515,0.0878070999373564,10.18354204,4.33783021732529,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,0,25565.94,45219.26,45906.8,38897.333333333336,60568.31,0.0,41821.36338658147
0,53306.0,2620,2018-01-01,2922300003001,2922300,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,0,20.5,FEATURE_05_VALUE_03,2,0.104162103532515,0.0878070999373564,7.69537022,6.5055459779462,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,0,30927.76,43971.17000000001,68701.56000000001,47866.83000000001,41835.44,1.0,45986.62604746691
1,53308.0,2620,2018-02-01,2922300003001,2922300,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,0,20.5,FEATURE_05_VALUE_03,2,0.104162103532515,0.0878070999373564,7.69537022,6.5055459779462,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,0,30927.76,43971.17000000001,68701.56000000001,47866.83000000001,43140.83,0.0,34970.68196257417
2,53310.0,2620,2018-03-01,2922300003001,2922300,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,0,20.5,FEATURE_05_VALUE_03,2,0.104162103532515,0.0878070999373564,7.69537022,6.5055459779462,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,0,30927.76,43971.17000000001,68701.56000000001,47866.83000000001,78708.53999999996,0.0,41821.36338658147
0,53330.0,2621,2018-01-01,3302205003003,3302205,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,41.42,FEATURE_05_VALUE_03,5,0.0638851036362193,0.0809285900622491,28.07484833,4.03954716676261,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,10,84648.27,110409.67,266834.87999999983,153964.2733333333,69779.11,1.0,107494.8804223901
1,53332.0,2621,2018-02-01,3302205003003,3302205,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,41.42,FEATURE_05_VALUE_03,5,0.0638851036362193,0.0809285900622491,28.07484833,4.03954716676261,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,10,84648.27,110409.67,266834.87999999983,153964.2733333333,81670.44,0.0,84367.13394908841
2,53334.0,2621,2018-03-01,3302205003003,3302205,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,41.42,FEATURE_05_VALUE_03,5,0.0638851036362193,0.0809285900622491,28.07484833,4.03954716676261,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,10,84648.27,110409.67,266834.87999999983,153964.2733333333,205225.88999999987,0.0,101601.59410732712
0,53354.0,2622,2018-01-01,3300605003002,3300605,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,35.13,FEATURE_05_VALUE_03,4,0.0638851036362193,0.0809285900622491,9.32861987,5.561116672227781,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,0,48005.2,65222.62,165634.11,92953.97666666667,46977.17000000001,1.0,45986.62604746691
1,53356.0,2622,2018-02-01,3300605003002,3300605,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,35.13,FEATURE_05_VALUE_03,4,0.0638851036362193,0.0809285900622491,9.32861987,5.561116672227781,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,0,48005.2,65222.62,165634.11,92953.97666666667,54940.68000000001,0.0,34970.68196257417
2,53358.0,2622,2018-03-01,3300605003002,3300605,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,35.13,FEATURE_05_VALUE_03,4,0.0638851036362193,0.0809285900622491,9.32861987,5.561116672227781,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,0,48005.2,65222.62,165634.11,92953.97666666667,134546.98,0.0,41821.36338658147
0,53378.0,2623,2018-01-01,3304755003001,3304755,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,37.68,FEATURE_05_VALUE_03,2,0.19817750386437505,0.18171278274924105,5.86250288,4.84367053353031,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,0,41247.81,54492.60000000001,118363.6,71368.00333333334,46726.46,1.0,45986.62604746691
1,53380.0,2623,2018-02-01,3304755003001,3304755,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,37.68,FEATURE_05_VALUE_03,2,0.19817750386437505,0.18171278274924105,5.86250288,4.84367053353031,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,0,41247.81,54492.60000000001,118363.6,71368.00333333334,46194.08,0.0,34970.68196257417
2,53382.0,2623,2018-03-01,3304755003001,3304755,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,37.68,FEATURE_05_VALUE_03,2,0.19817750386437505,0.18171278274924105,5.86250288,4.84367053353031,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,0,41247.81,54492.60000000001,118363.6,71368.00333333334,107929.65,0.0,41821.36338658147
0,53402.0,2624,2018-01-01,3302205003003,3302205,FEATURE_01_VALUE_03,FEATURE_02_VALUE_06,0,13.45,FEATURE_05_VALUE_06,3,0.0638851036362193,0.0809285900622491,28.07484833,4.03954716676261,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,0,25232.5,34249.48,54520.59000000001,38000.85666666667,23940.96000000001,1.0,45986.62604746691
1,53404.0,2624,2018-02-01,3302205003003,3302205,FEATURE_01_VALUE_03,FEATURE_02_VALUE_06,0,13.45,FEATURE_05_VALUE_06,3,0.0638851036362193,0.0809285900622491,28.07484833,4.03954716676261,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,0,25232.5,34249.48,54520.59000000001,38000.85666666667,28416.52,0.0,34970.68196257417
2,53406.0,2624,2018-03-01,3302205003003,3302205,FEATURE_01_VALUE_03,FEATURE_02_VALUE_06,0,13.45,FEATURE_05_VALUE_06,3,0.0638851036362193,0.0809285900622491,28.07484833,4.03954716676261,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,0,25232.5,34249.48,54520.59000000001,38000.85666666667,56890.89,0.0,41821.36338658147
0,53426.0,2625,2018-01-01,3513009003005,3513009,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,33.28,FEATURE_05_VALUE_03,4,0.220157722316414,0.209369771303964,90.52379197,4.35638733511074,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,10,127000.27,169949.6099999999,384501.1499999999,227150.34333333327,134555.60000000006,1.0,107494.8804223901
1,53428.0,2625,2018-02-01,3513009003005,3513009,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,33.28,FEATURE_05_VALUE_03,4,0.220157722316414,0.209369771303964,90.52379197,4.35638733511074,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,10,127000.27,169949.6099999999,384501.1499999999,227150.34333333327,131933.12000000002,0.0,84367.13394908841
2,53430.0,2625,2018-03-01,3513009003005,3513009,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,33.28,FEATURE_05_VALUE_03,4,0.220157722316414,0.209369771303964,90.52379197,4.35638733511074,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,10,127000.27,169949.6099999999,384501.1499999999,227150.34333333327,360318.38999999984,0.0,101601.59410732712
0,53450.0,2626,2018-01-01,3509502005003,3509502,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,1,33.43,FEATURE_05_VALUE_03,4,0.181659821321196,0.17793854192416195,589.72783319,4.12336418411508,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,10,116004.37,124200.40999999995,303411.5399999998,181205.43999999992,112050.85,1.0,107494.8804223901
1,53452.0,2626,2018-02-01,3509502005003,3509502,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,1,33.43,FEATURE_05_VALUE_03,4,0.181659821321196,0.17793854192416195,589.72783319,4.12336418411508,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,10,116004.37,124200.40999999995,303411.5399999998,181205.43999999992,121224.99,0.0,84367.13394908841
2,53454.0,2626,2018-03-01,3509502005003,3509502,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,1,33.43,FEATURE_05_VALUE_03,4,0.181659821321196,0.17793854192416195,589.72783319,4.12336418411508,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,10,116004.37,124200.40999999995,303411.5399999998,181205.43999999992,276805.3099999997,0.0,101601.59410732712
0,53474.0,2627,2018-01-01,3504107003001,3504107,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,35.96,FEATURE_05_VALUE_03,3,0.17845901846104,0.174987368965328,59.49881792,2.9157281666630204,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,0,62022.73,72139.09000000001,194587.79999999976,109583.20666666659,68143.74,1.0,45986.62604746691
1,53476.0,2627,2018-02-01,3504107003001,3504107,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,35.96,FEATURE_05_VALUE_03,3,0.17845901846104,0.174987368965328,59.49881792,2.9157281666630204,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,0,62022.73,72139.09000000001,194587.79999999976,109583.20666666659,60661.48,0.0,34970.68196257417
2,53478.0,2627,2018-03-01,3504107003001,3504107,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,35.96,FEATURE_05_VALUE_03,3,0.17845901846104,0.174987368965328,59.49881792,2.9157281666630204,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,0,62022.73,72139.09000000001,194587.79999999976,109583.20666666659,155946.69999999998,0.0,41821.36338658147
0,53498.0,2628,2018-01-01,4314100003004,4314100,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,32.62,FEATURE_05_VALUE_03,2,0.14088072116557,0.146975758248988,91.28414031,2.03315051921581,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,0,40428.7,59347.55000000001,83075.35999999999,60950.53666666666,44072.59,1.0,45986.62604746691
1,53500.0,2628,2018-02-01,4314100003004,4314100,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,32.62,FEATURE_05_VALUE_03,2,0.14088072116557,0.146975758248988,91.28414031,2.03315051921581,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,0,40428.7,59347.55000000001,83075.35999999999,60950.53666666666,54954.47,0.0,34970.68196257417
2,53502.0,2628,2018-03-01,4314100003004,4314100,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,32.62,FEATURE_05_VALUE_03,2,0.14088072116557,0.146975758248988,91.28414031,2.03315051921581,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,0,40428.7,59347.55000000001,83075.35999999999,60950.53666666666,99363.15,0.0,41821.36338658147
0,53522.0,2629,2018-01-01,3515350001001,3515350,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,0,35.2,FEATURE_05_VALUE_03,2,0.205248505636395,0.196880148618927,2.04388919,10.371292263016,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,0,18209.86,24187.74,45351.59000000001,29249.730000000007,15403.29,1.0,45986.62604746691
