"cod_mun","nome_mun","impostos_liq"
"2903300","Barro Preto (BA)","1325"
"2903409","Belmonte (BA)","12757"
"2903508","Belo Campo (BA)","6641"
"2903607","Biritinga (BA)","7136"
"2903706","Boa Nova (BA)","3094"
"2903805","Boa Vista do Tupim (BA)","4300"
"2903904","Bom Jesus da Lapa (BA)","86626"
"2903953","Bom Jesus da Serra (BA)","1831"
"2904001","Boninal (BA)","4224"
"2904050","Bonito (BA)","8245"
"2904100","Boquira (BA)","5471"
"2904209","Botuporã (BA)","3961"
"2904308","Brejões (BA)","6667"
"2904407","Brejolândia (BA)","2573"
"2904506","Brotas de Macaúbas (BA)","3665"
"2904605","Brumado (BA)","124412"
"2904704","Buerarema (BA)","18091"
"2904753","Buritirama (BA)","4570"
"2904803","Caatiba (BA)","1779"
"2904852","Cabaceiras do Paraguaçu (BA)","3807"
"2904902","Cachoeira (BA)","33525"
"2905008","Caculé (BA)","33006"
"2905107","Caém (BA)","2085"
"2905156","Caetanos (BA)","2540"
"2905206","Caetité (BA)","51701"
"2905305","Cafarnaum (BA)","10462"
"2905404","Cairu (BA)","14550"
"2905503","Caldeirão Grande (BA)","3244"
"2905602","Camacan (BA)","14898"
"2905701","Camaçari (BA)","5549749"
"2905800","Camamu (BA)","19697"
"2905909","Campo Alegre de Lourdes (BA)","8645"
"2906006","Campo Formoso (BA)","67851"
"2906105","Canápolis (BA)","1835"
"2906204","Canarana (BA)","9729"
"2906303","Canavieiras (BA)","13627"
"2906402","Candeal (BA)","1498"
"2906501","Candeias (BA)","654286"
"2906600","Candiba (BA)","5579"
"2906709","Cândido Sales (BA)","10536"
"2906808","Cansanção (BA)","11936"
"2906824","Canudos (BA)","6132"
"2906857","Capela do Alto Alegre (BA)","3829"
"2906873","Capim Grosso (BA)","43915"
"2906899","Caraíbas (BA)","3578"
"2906907","Caravelas (BA)","19365"
"2907004","Cardeal da Silva (BA)","3588"
"2907103","Carinhanha (BA)","9145"
"2907202","Casa Nova (BA)","48655"
"2907301","Castro Alves (BA)","16958"
"2907400","Catolândia (BA)","10981"
"2907509","Catu (BA)","46269"
"2907558","Caturama (BA)","1866"
"2907608","Central (BA)","13471"
"2907707","Chorrochó (BA)","2480"
"2907806","Cícero Dantas (BA)","14715"
"2907905","Cipó (BA)","6215"
"2908002","Coaraci (BA)","6192"
"2908101","Cocos (BA)","21825"
"2908200","Conceição da Feira (BA)","18485"
"2908309","Conceição do Almeida (BA)","12149"
"2908408","Conceição do Coité (BA)","59289"
"2908507","Conceição do Jacuípe (BA)","461444"
"2908606","Conde (BA)","13859"
"2908705","Condeúba (BA)","6422"
"2908804","Contendas do Sincorá (BA)","1637"
"2908903","Coração de Maria (BA)","12642"
"2909000","Cordeiros (BA)","2144"
"2909109","Coribe (BA)","5773"
"2909208","Coronel João Sá (BA)","4392"
"2909307","Correntina (BA)","109599"
"2909406","Cotegipe (BA)","4401"
"2909505","Cravolândia (BA)","1351"
"2909604","Crisópolis (BA)","4445"
"2909703","Cristópolis (BA)","7955"
"2909802","Cruz das Almas (BA)","106668"
"2909901","Curaçá (BA)","17097"
"2910008","Dário Meira (BA)","2382"
"2910057","Dias d'Ávila (BA)","407005"
"2910107","Dom Basílio (BA)","5064"
"2910206","Dom Macedo Costa (BA)","1185"
"2910305","Elísio Medrado (BA)","2348"
"2910404","Encruzilhada (BA)","9500"
"2910503","Entre Rios (BA)","32801"
"2910602","Esplanada (BA)","33551"
"2910701","Euclides da Cunha (BA)","39139"
"2910727","Eunápolis (BA)","316095"
"2910750","Fátima (BA)","5542"
"2910776","Feira da Mata (BA)","1827"
"2910800","Feira de Santana (BA)","2048643"
"2910859","Filadélfia (BA)","5147"
"2910909","Firmino Alves (BA)","1169"
"2911006","Floresta Azul (BA)","2881"
"2911105","Formosa do Rio Preto (BA)","92281"
"2911204","Gandu (BA)","24914"
"2911253","Gavião (BA)","1298"
"2911303","Gentio do Ouro (BA)","12934"
"2911402","Glória (BA)","6174"
"2911501","Gongogi (BA)","1452"
"2911600","Governador Mangabeira (BA)","12088"
"2911659","Guajeru (BA)","1900"
"2911709","Guanambi (BA)","119917"
"2911808","Guaratinga (BA)","5390"
"2911857","Heliópolis (BA)","3996"
"2911907","Iaçu (BA)","8780"
"2912004","Ibiassucê (BA)","4149"
"2912103","Ibicaraí (BA)","7332"
"2912202","Ibicoara (BA)","14217"
"2912301","Ibicuí (BA)","5321"
"2912400","Ibipeba (BA)","8150"
"2912509","Ibipitanga (BA)","4681"
"2912608","Ibiquera (BA)","648"
"2912707","Ibirapitanga (BA)","4702"
"2912806","Ibirapuã (BA)","25336"
"2912905","Ibirataia (BA)","7533"
"2913002","Ibitiara (BA)","4394"
"2913101","Ibititá (BA)","7394"
"2913200","Ibotirama (BA)","29378"
"2913309","Ichu (BA)","1445"
"2913408","Igaporã (BA)","11956"
"2913457","Igrapiúna (BA)","7489"
"2913507","Iguaí (BA)","6082"
"2913606","Ilhéus (BA)","532798"
"2913705","Inhambupe (BA)","18068"
"2913804","Ipecaetá (BA)","1955"
"2913903","Ipiaú (BA)","29490"
"2914000","Ipirá (BA)","45659"
"2914109","Ipupiara (BA)","4394"
"2914208","Irajuba (BA)","4579"
"2914307","Iramaia (BA)","3995"
"2914406","Iraquara (BA)","33029"
"2914505","Irará (BA)","17709"
"2914604","Irecê (BA)","119535"
"2914653","Itabela (BA)","20963"
"2914703","Itaberaba (BA)","82241"
"2914802","Itabuna (BA)","418987"
"2914901","Itacaré (BA)","10320"
"2915007","Itaeté (BA)","3836"
"2915106","Itagi (BA)","3628"
"2915205","Itagibá (BA)","4786"
"2915304","Itagimirim (BA)","5534"
"2915353","Itaguaçu da Bahia (BA)","12719"
"2915403","Itaju do Colônia (BA)","1750"
"2915502","Itajuípe (BA)","14684"
"2915601","Itamaraju (BA)","58185"
"2915700","Itamari (BA)","1771"
"2915809","Itambé (BA)","7402"
"2915908","Itanagra (BA)","2444"
"2916005","Itanhém (BA)","8557"
"2916104","Itaparica (BA)","14562"
"2916203","Itapé (BA)","3558"
"2916302","Itapebi (BA)","3217"
"2916401","Itapetinga (BA)","102567"
"2916500","Itapicuru (BA)","10504"
"2916609","Itapitanga (BA)","1437"
"2916708","Itaquara (BA)","1983"
"2916807","Itarantim (BA)","12145"
"2916856","Itatim (BA)","52583"
"2916906","Itiruçu (BA)","4905"
"2917003","Itiúba (BA)","9181"
"2917102","Itororó (BA)","12269"
"2917201","Ituaçu (BA)","6176"
"2917300","Ituberá (BA)","21106"
"2917334","Iuiu (BA)","4352"
"2917359","Jaborandi (BA)","24033"
"2917409","Jacaraci (BA)","4191"
"2917508","Jacobina (BA)","103081"
"2917607","Jaguaquara (BA)","45403"
"2917706","Jaguarari (BA)","35143"
"2917805","Jaguaripe (BA)","10659"
"2917904","Jandaíra (BA)","2904"
"2918001","Jequié (BA)","269697"
"2918100","Jeremoabo (BA)","16491"
"2918209","Jiquiriçá (BA)","4975"
"2918308","Jitaúna (BA)","6280"
"2918357","João Dourado (BA)","14393"
"2918407","Juazeiro (BA)","452653"
"2918456","Jucuruçu (BA)","2550"
"2918506","Jussara (BA)","3827"
"2918555","Jussari (BA)","1334"
"2918605","Jussiape (BA)","2063"
"2918704","Lafaiete Coutinho (BA)","1251"
"2918753","Lagoa Real (BA)","3648"
"2918803","Laje (BA)","12936"
"2918902","Lajedão (BA)","1841"
"2919009","Lajedinho (BA)","7905"
"2919058","Lajedo do Tabocal (BA)","2876"
"2919108","Lamarão (BA)","1465"
"2919157","Lapão (BA)","11901"
"2919207","Lauro de Freitas (BA)","892060"
"2919306","Lençóis (BA)","5919"
"2919405","Licínio de Almeida (BA)","6318"
"2919504","Livramento de Nossa Senhora (BA)","25207"
"2919553","Luís Eduardo Magalhães (BA)","721700"
"2919603","Macajuba (BA)","2545"
"2919702","Macarani (BA)","4883"
"2919801","Macaúbas (BA)","14777"
"2919900","Macururé (BA)","1778"
"2919926","Madre de Deus (BA)","36420"
"2919959","Maetinga (BA)","2202"
"2920007","Maiquinique (BA)","4397"
"2920106","Mairi (BA)","5570"
"2920205","Malhada (BA)","5847"
"2920304","Malhada de Pedras (BA)","2575"
"2920403","Manoel Vitorino (BA)","5106"
"2920452","Mansidão (BA)","2550"
"2920502","Maracás (BA)","21256"
"2920601","Maragogipe (BA)","14933"
"2920700","Maraú (BA)","6291"
"2920809","Marcionílio Souza (BA)","2650"
"2920908","Mascote (BA)","7736"
"2921005","Mata de São João (BA)","126022"
"2921054","Matina (BA)","2786"
"2921104","Medeiros Neto (BA)","19693"
"2921203","Miguel Calmon (BA)","10438"
"2921302","Milagres (BA)","6473"
"2921401","Mirangaba (BA)","3052"
"2921450","Mirante (BA)","2011"
"2921500","Monte Santo (BA)","15617"
"2921609","Morpará (BA)","2149"
"2921708","Morro do Chapéu (BA)","23601"
"2921807","Mortugaba (BA)","4542"
"2921906","Mucugê (BA)","14022"
"2922003","Mucuri (BA)","178083"
"2922052","Mulungu do Morro (BA)","12887"
"2922102","Mundo Novo (BA)","6290"
"2922201","Muniz Ferreira (BA)","2038"
"2922250","Muquém do São Francisco (BA)","9101"
"2922300","Muritiba (BA)","15486"
"2922409","Mutuípe (BA)","12324"
"2922508","Nazaré (BA)","15750"
"2922607","Nilo Peçanha (BA)","3002"
"2922656","Nordestina (BA)","6187"
"2922706","Nova Canaã (BA)","2850"
"2922730","Nova Fátima (BA)","4974"
"2922755","Nova Ibiá (BA)","1327"
"2922805","Nova Itarana (BA)","2301"
"2922854","Nova Redenção (BA)","1931"
"2922904","Nova Soure (BA)","8472"
"2923001","Nova Viçosa (BA)","46250"
"2923035","Novo Horizonte (BA)","3672"
"2923050","Novo Triunfo (BA)","1620"
"2923100","Olindina (BA)","12350"
"2923209","Oliveira dos Brejinhos (BA)","10705"
"2923308","Ouriçangas (BA)","2009"
"2923357","Ourolândia (BA)","10576"
"2923407","Palmas de Monte Alto (BA)","6907"
"2923506","Palmeiras (BA)","3417"
"2923605","Paramirim (BA)","12644"
"2923704","Paratinga (BA)","10794"
"2923803","Paripiranga (BA)","13111"
"2923902","Pau Brasil (BA)","2866"
"2924009","Paulo Afonso (BA)","160662"
"2924058","Pé de Serra (BA)","3386"
"2924108","Pedrão (BA)","1453"
"2924207","Pedro Alexandre (BA)","2128"
"2924306","Piatã (BA)","5470"
"2924405","Pilão Arcado (BA)","6896"
"2924504","Pindaí (BA)","11703"
"2924603","Pindobaçu (BA)","4683"
"2924652","Pintadas (BA)","4640"
"2924678","Piraí do Norte (BA)","1961"
"2924702","Piripá (BA)","2662"
"2924801","Piritiba (BA)","6920"
"2924900","Planaltino (BA)","2646"
"2925006","Planalto (BA)","16473"
"2925105","Poções (BA)","38180"
"2925204","Pojuca (BA)","153105"
"2925253","Ponto Novo (BA)","5102"
"2925303","Porto Seguro (BA)","211885"
"2925402","Potiraguá (BA)","3270"
"2925501","Prado (BA)","16598"
"2925600","Presidente Dutra (BA)","3972"
"2925709","Presidente Jânio Quadros (BA)","3134"
"2925758","Presidente Tancredo Neves (BA)","10249"
"2925808","Queimadas (BA)","10523"
"2925907","Quijingue (BA)","7426"
"2925931","Quixabeira (BA)","1952"
"2925956","Rafael Jambeiro (BA)","28341"
"2926004","Remanso (BA)","13688"
"2926103","Retirolândia (BA)","6874"
"2926202","Riachão das Neves (BA)","31069"
"2926301","Riachão do Jacuípe (BA)","17615"
"2926400","Riacho de Santana (BA)","9657"
"2926509","Ribeira do Amparo (BA)","3872"
"2926608","Ribeira do Pombal (BA)","44055"
"2926657","Ribeirão do Largo (BA)","1631"
"2926707","Rio de Contas (BA)","3863"
"2926806","Rio do Antônio (BA)","4376"
"2926905","Rio do Pires (BA)","4227"
"2927002","Rio Real (BA)","19494"
"2927101","Rodelas (BA)","4775"
"2927200","Ruy Barbosa (BA)","28770"
"2927309","Salinas da Margarida (BA)","4835"
"2927408","Salvador (BA)","8203173"
"2927507","Santa Bárbara (BA)","10509"
"2927606","Santa Brígida (BA)","4910"
"2927705","Santa Cruz Cabrália (BA)","21398"
"2927804","Santa Cruz da Vitória (BA)","1981"
"2927903","Santa Inês (BA)","3522"
"2928000","Santaluz (BA)","21482"
"2928059","Santa Luzia (BA)","3314"
"2928109","Santa Maria da Vitória (BA)","30467"
"2928208","Santana (BA)","13352"
"2928307","Santanópolis (BA)","1513"
"2928406","Santa Rita de Cássia (BA)","8137"
"2928505","Santa Terezinha (BA)","3604"
"2928604","Santo Amaro (BA)","87930"
"2928703","Santo Antônio de Jesus (BA)","276279"
"2928802","Santo Estêvão (BA)","70708"
"2928901","São Desidério (BA)","97641"
"2928950","São Domingos (BA)","3047"
"2929008","São Félix (BA)","5950"
"2929057","São Félix do Coribe (BA)","11311"
"2929107","São Felipe (BA)","8401"
"2929206","São Francisco do Conde (BA)","1803904"
"2929255","São Gabriel (BA)","4039"
"2929305","São Gonçalo dos Campos (BA)","154740"
"2929354","São José da Vitória (BA)","2715"
"2929370","São José do Jacuípe (BA)","4628"
"2929404","São Miguel das Matas (BA)","9401"
"2929503","São Sebastião do Passé (BA)","55140"
"2929602","Sapeaçu (BA)","8739"
"2929701","Sátiro Dias (BA)","5734"
"2929750","Saubara (BA)","5599"
"2929800","Saúde (BA)","2680"
"2929909","Seabra (BA)","43180"
"2930006","Sebastião Laranjeiras (BA)","3087"
"2930105","Senhor do Bonfim (BA)","64388"
"2930154","Serra do Ramalho (BA)","13809"
"2930204","Sento Sé (BA)","17088"
"2930303","Serra Dourada (BA)","5631"
"2930402","Serra Preta (BA)","4132"
"2930501","Serrinha (BA)","71876"
"2930600","Serrolândia (BA)","3972"
"2930709","Simões Filho (BA)","1103735"
"2930758","Sítio do Mato (BA)","3375"
"2930766","Sítio do Quinto (BA)","3618"
"2930774","Sobradinho (BA)","11143"
"2930808","Souto Soares (BA)","4110"
"2930907","Tabocas do Brejo Velho (BA)","21131"
"2931004","Tanhaçu (BA)","9552"
"2931053","Tanque Novo (BA)","13214"
"2931103","Tanquinho (BA)","2032"
"2931202","Taperoá (BA)","6154"
"2931301","Tapiramutá (BA)","4600"
"2931350","Teixeira de Freitas (BA)","251017"
"2931400","Teodoro Sampaio (BA)","6671"
"2931509","Teofilândia (BA)","7544"
"2931608","Teolândia (BA)","3507"
"2931707","Terra Nova (BA)","8112"
"2931806","Tremedal (BA)","3452"
"2931905","Tucano (BA)","33200"
"2932002","Uauá (BA)","10052"
"2932101","Ubaíra (BA)","6951"
"2932200","Ubaitaba (BA)","13062"
"2932309","Ubatã (BA)","13133"
"2932408","Uibaí (BA)","3195"
"2932457","Umburanas (BA)","7040"
"2932507","Una (BA)","16932"
"2932606","Urandi (BA)","14677"
"2932705","Uruçuca (BA)","11897"
"2932804","Utinga (BA)","8194"
"2932903","Valença (BA)","162545"
"2933000","Valente (BA)","14644"
"2933059","Várzea da Roça (BA)","3538"
"2933109","Várzea do Poço (BA)","7374"
"2933158","Várzea Nova (BA)","5917"
"2933174","Varzedo (BA)","6071"
"2933208","Vera Cruz (BA)","44722"
"2933257","Vereda (BA)","2251"
"2933307","Vitória da Conquista (BA)","773915"
"2933406","Wagner (BA)","2904"
"2933455","Wanderley (BA)","4663"
"2933505","Wenceslau Guimarães (BA)","5434"
"2933604","Xique-Xique (BA)","16821"
"3100104","Abadia dos Dourados (MG)","12003"
"3100203","Abaeté (MG)","28872"
"3100302","Abre Campo (MG)","13672"
"3100401","Acaiaca (MG)","1175"
"3100500","Açucena (MG)","2682"
"3100609","Água Boa (MG)","4034"
"3100708","Água Comprida (MG)","4400"
"3100807","Aguanil (MG)","2316"
"3100906","Águas Formosas (MG)","14740"
"3101003","Águas Vermelhas (MG)","20031"
"3101102","Aimorés (MG)","22452"
"3101201","Aiuruoca (MG)","4835"
"3101300","Alagoa (MG)","1173"
"3101409","Albertina (MG)","12750"
"3101508","Além Paraíba (MG)","88872"
"3101607","Alfenas (MG)","367898"
"3101631","Alfredo Vasconcelos (MG)","5100"
"3101706","Almenara (MG)","30570"
"3101805","Alpercata (MG)","5164"
"3101904","Alpinópolis (MG)","27077"
"3102001","Alterosa (MG)","12718"
"3102050","Alto Caparaó (MG)","3836"
"3102100","Alto Rio Doce (MG)","4450"
"3102209","Alvarenga (MG)","1296"
"3102308","Alvinópolis (MG)","42718"
"3102407","Alvorada de Minas (MG)","2166"
"3102506","Amparo do Serra (MG)","1947"
"3102605","Andradas (MG)","112376"
"3102704","Cachoeira de Pajeú (MG)","5658"
"3102803","Andrelândia (MG)","16297"
"3102852","Angelândia (MG)","3076"
"3102902","Antônio Carlos (MG)","7972"
"3103009","Antônio Dias (MG)","15360"
"3103108","Antônio Prado de Minas (MG)","732"
"3103207","Araçaí (MG)","5401"
"3103306","Aracitaba (MG)","575"
"3103405","Araçuaí (MG)","22052"
"3103504","Araguari (MG)","342980"
"3103603","Arantina (MG)","1306"
"3103702","Araponga (MG)","2768"
"3103751","Araporã (MG)","73443"
"3103801","Arapuá (MG)","14612"
"3103900","Araújos (MG)","22824"
"3104007","Araxá (MG)","754749"
"3104106","Arceburgo (MG)","40204"
"3104205","Arcos (MG)","203949"
"3104304","Areado (MG)","13302"
"3104403","Argirita (MG)","1122"
"3104452","Aricanduva (MG)","1024"
"3104502","Arinos (MG)","10916"
"3104601","Astolfo Dutra (MG)","35176"
"3104700","Ataléia (MG)","4330"
"3104809","Augusto de Lima (MG)","3387"
"3104908","Baependi (MG)","14732"
"3105004","Baldim (MG)","4980"
"3105103","Bambuí (MG)","39164"
"3105202","Bandeira (MG)","1151"
"3105301","Bandeira do Sul (MG)","4171"
"3105400","Barão de Cocais (MG)","68835"
"3105509","Barão de Monte Alto (MG)","1568"
"3105608","Barbacena (MG)","315375"
"3105707","Barra Longa (MG)","7734"
"3105905","Barroso (MG)","58423"
"3106002","Bela Vista de Minas (MG)","8243"
"3106101","Belmiro Braga (MG)","2181"
"3106200","Belo Horizonte (MG)","12544763"
"3106309","Belo Oriente (MG)","269407"
"3106408","Belo Vale (MG)","6473"
"3106507","Berilo (MG)","4412"
"3106606","Bertópolis (MG)","874"
"3106655","Berizal (MG)","1656"
"3106705","Betim (MG)","2854269"
"3106804","Bias Fortes (MG)","1034"
"3106903","Bicas (MG)","18723"
"3107000","Biquinhas (MG)","2156"
"3107109","Boa Esperança (MG)","76673"
"3107208","Bocaina de Minas (MG)","2438"
"3107307","Bocaiúva (MG)","98511"
"3107406","Bom Despacho (MG)","123903"
"3107505","Bom Jardim de Minas (MG)","6610"
"3107604","Bom Jesus da Penha (MG)","10324"
"3107703","Bom Jesus do Amparo (MG)","6991"
"3107802","Bom Jesus do Galho (MG)","5531"
"3107901","Bom Repouso (MG)","6906"
"3108008","Bom Sucesso (MG)","24719"
"3108107","Bonfim (MG)","4687"
"3108206","Bonfinópolis de Minas (MG)","8243"
"3108255","Bonito de Minas (MG)","2923"
"3108305","Borda da Mata (MG)","28907"
"3108404","Botelhos (MG)","15751"
"3108503","Botumirim (MG)","1352"
"3108552","Brasilândia de Minas (MG)","17119"
"3108602","Brasília de Minas (MG)","17165"
"3108701","Brás Pires (MG)","1380"
"3108800","Braúnas (MG)","1305"
"3108909","Brazópolis (MG)","14163"
"3109006","Brumadinho (MG)","111588"
"3109105","Bueno Brandão (MG)","8796"
"3109204","Buenópolis (MG)","5791"
"3109253","Bugre (MG)","1040"
"3109303","Buritis (MG)","47638"
"3109402","Buritizeiro (MG)","24881"
"3109451","Cabeceira Grande (MG)","6239"
"3109501","Cabo Verde (MG)","16664"
"3109600","Cachoeira da Prata (MG)","1666"
"3109709","Cachoeira de Minas (MG)","35958"
"3109808","Cachoeira Dourada (MG)","2769"
"3109907","Caetanópolis (MG)","23613"
"3110004","Caeté (MG)","48130"
"3110103","Caiana (MG)","1476"
"3110202","Cajuri (MG)","4429"
"3110301","Caldas (MG)","15470"
"3110400","Camacho (MG)","1289"
"3110509","Camanducaia (MG)","73295"
"3110608","Cambuí (MG)","247747"
"3110707","Cambuquira (MG)","10591"
"3110806","Campanário (MG)","1443"
"3110905","Campanha (MG)","25286"
"3111002","Campestre (MG)","22512"
"3111101","Campina Verde (MG)","36525"
"3111150","Campo Azul (MG)","1123"
"3111200","Campo Belo (MG)","81151"
"3111309","Campo do Meio (MG)","8112"
"3111408","Campo Florido (MG)","32361"
"3111507","Campos Altos (MG)","16446"
"3111606","Campos Gerais (MG)","28801"
"3111705","Canaã (MG)","2263"
"3111804","Canápolis (MG)","29699"
"3111903","Cana Verde (MG)","3894"
