"cod_mun","nome_mun","pib"
"2913200","Ibotirama (BA)","342507"
"2913309","Ichu (BA)","40775"
"2913408","Igaporã (BA)","180943"
"2913457","Igrapiúna (BA)","156304"
"2913507","Iguaí (BA)","184161"
"2913606","Ilhéus (BA)","3842397"
"2913705","Inhambupe (BA)","453581"
"2913804","Ipecaetá (BA)","77666"
"2913903","Ipiaú (BA)","428906"
"2914000","Ipirá (BA)","647844"
"2914109","Ipupiara (BA)","77696"
"2914208","Irajuba (BA)","58861"
"2914307","Iramaia (BA)","76871"
"2914406","Iraquara (BA)","375799"
"2914505","Irará (BA)","242527"
"2914604","Irecê (BA)","1080881"
"2914653","Itabela (BA)","337178"
"2914703","Itaberaba (BA)","867835"
"2914802","Itabuna (BA)","3984074"
"2914901","Itacaré (BA)","264895"
"2915007","Itaeté (BA)","90532"
"2915106","Itagi (BA)","98362"
"2915205","Itagibá (BA)","130339"
"2915304","Itagimirim (BA)","107967"
"2915353","Itaguaçu da Bahia (BA)","97192"
"2915403","Itaju do Colônia (BA)","66200"
"2915502","Itajuípe (BA)","247291"
"2915601","Itamaraju (BA)","873033"
"2915700","Itamari (BA)","65003"
"2915809","Itambé (BA)","222495"
"2915908","Itanagra (BA)","53908"
"2916005","Itanhém (BA)","222441"
"2916104","Itaparica (BA)","224654"
"2916203","Itapé (BA)","84318"
"2916302","Itapebi (BA)","377394"
"2916401","Itapetinga (BA)","1082015"
"2916500","Itapicuru (BA)","316174"
"2916609","Itapitanga (BA)","73645"
"2916708","Itaquara (BA)","62510"
"2916807","Itarantim (BA)","251751"
"2916856","Itatim (BA)","313001"
"2916906","Itiruçu (BA)","89223"
"2917003","Itiúba (BA)","259981"
"2917102","Itororó (BA)","222294"
"2917201","Ituaçu (BA)","161417"
"2917300","Ituberá (BA)","292059"
"2917334","Iuiu (BA)","89068"
"2917359","Jaborandi (BA)","415548"
"2917409","Jacaraci (BA)","94669"
"2917508","Jacobina (BA)","1269590"
"2917607","Jaguaquara (BA)","514487"
"2917706","Jaguarari (BA)","563417"
"2917805","Jaguaripe (BA)","157985"
"2917904","Jandaíra (BA)","145740"
"2918001","Jequié (BA)","2557370"
"2918100","Jeremoabo (BA)","334392"
"2918209","Jiquiriçá (BA)","104577"
"2918308","Jitaúna (BA)","125488"
"2918357","João Dourado (BA)","208808"
"2918407","Juazeiro (BA)","3700882"
"2918456","Jucuruçu (BA)","95036"
"2918506","Jussara (BA)","98008"
"2918555","Jussari (BA)","52720"
"2918605","Jussiape (BA)","56308"
"2918704","Lafaiete Coutinho (BA)","37891"
"2918753","Lagoa Real (BA)","87697"
"2918803","Laje (BA)","216096"
"2918902","Lajedão (BA)","54631"
"2919009","Lajedinho (BA)","60686"
"2919058","Lajedo do Tabocal (BA)","65272"
"2919108","Lamarão (BA)","48745"
"2919157","Lapão (BA)","191709"
"2919207","Lauro de Freitas (BA)","6286763"
"2919306","Lençóis (BA)","111447"
"2919405","Licínio de Almeida (BA)","104217"
"2919504","Livramento de Nossa Senhora (BA)","417739"
"2919553","Luís Eduardo Magalhães (BA)","4804729"
"2919603","Macajuba (BA)","72559"
"2919702","Macarani (BA)","154454"
"2919801","Macaúbas (BA)","328658"
"2919900","Macururé (BA)","42151"
"2919926","Madre de Deus (BA)","444180"
"2919959","Maetinga (BA)","44298"
"2920007","Maiquinique (BA)","93238"
"2920106","Mairi (BA)","135020"
"2920205","Malhada (BA)","132186"
"2920304","Malhada de Pedras (BA)","60619"
"2920403","Manoel Vitorino (BA)","109744"
"2920452","Mansidão (BA)","71545"
"2920502","Maracás (BA)","452514"
"2920601","Maragogipe (BA)","333586"
"2920700","Maraú (BA)","213193"
"2920809","Marcionílio Souza (BA)","77188"
"2920908","Mascote (BA)","149809"
"2921005","Mata de São João (BA)","1053089"
"2921054","Matina (BA)","72152"
"2921104","Medeiros Neto (BA)","327334"
"2921203","Miguel Calmon (BA)","216112"
"2921302","Milagres (BA)","89575"
"2921401","Mirangaba (BA)","107561"
"2921450","Mirante (BA)","56826"
"2921500","Monte Santo (BA)","326103"
"2921609","Morpará (BA)","61962"
"2921708","Morro do Chapéu (BA)","384595"
"2921807","Mortugaba (BA)","85632"
"2921906","Mucugê (BA)","389755"
"2922003","Mucuri (BA)","1976299"
"2922052","Mulungu do Morro (BA)","91837"
"2922102","Mundo Novo (BA)","157747"
"2922201","Muniz Ferreira (BA)","47768"
"2922250","Muquém do São Francisco (BA)","130325"
"2922300","Muritiba (BA)","258686"
"2922409","Mutuípe (BA)","201065"
"2922508","Nazaré (BA)","259637"
"2922607","Nilo Peçanha (BA)","122363"
"2922656","Nordestina (BA)","161097"
"2922706","Nova Canaã (BA)","122054"
"2922730","Nova Fátima (BA)","72853"
"2922755","Nova Ibiá (BA)","62440"
"2922805","Nova Itarana (BA)","48712"
"2922854","Nova Redenção (BA)","53250"
"2922904","Nova Soure (BA)","203682"
"2923001","Nova Viçosa (BA)","480306"
"2923035","Novo Horizonte (BA)","75730"
"2923050","Novo Triunfo (BA)","52682"
"2923100","Olindina (BA)","195856"
"2923209","Oliveira dos Brejinhos (BA)","167335"
"2923308","Ouriçangas (BA)","51384"
"2923357","Ourolândia (BA)","145697"
"2923407","Palmas de Monte Alto (BA)","161389"
"2923506","Palmeiras (BA)","74770"
"2923605","Paramirim (BA)","201171"
"2923704","Paratinga (BA)","211151"
"2923803","Paripiranga (BA)","330467"
"2923902","Pau Brasil (BA)","97331"
"2924009","Paulo Afonso (BA)","2887776"
"2924058","Pé de Serra (BA)","95007"
"2924108","Pedrão (BA)","40043"
"2924207","Pedro Alexandre (BA)","100370"
"2924306","Piatã (BA)","116293"
"2924405","Pilão Arcado (BA)","220953"
"2924504","Pindaí (BA)","185121"
"2924603","Pindobaçu (BA)","131863"
"2924652","Pintadas (BA)","78511"
"2924678","Piraí do Norte (BA)","76553"
"2924702","Piripá (BA)","69001"
"2924801","Piritiba (BA)","147169"
"2924900","Planaltino (BA)","61223"
"2925006","Planalto (BA)","225142"
"2925105","Poções (BA)","444791"
"2925204","Pojuca (BA)","867205"
"2925253","Ponto Novo (BA)","112355"
"2925303","Porto Seguro (BA)","2820578"
"2925402","Potiraguá (BA)","82153"
"2925501","Prado (BA)","435603"
"2925600","Presidente Dutra (BA)","101161"
"2925709","Presidente Jânio Quadros (BA)","78696"
"2925758","Presidente Tancredo Neves (BA)","236106"
"2925808","Queimadas (BA)","206058"
"2925907","Quijingue (BA)","186025"
"2925931","Quixabeira (BA)","60367"
"2925956","Rafael Jambeiro (BA)","244515"
"2926004","Remanso (BA)","331213"
"2926103","Retirolândia (BA)","123812"
"2926202","Riachão das Neves (BA)","663995"
"2926301","Riachão do Jacuípe (BA)","305328"
"2926400","Riacho de Santana (BA)","246714"
"2926509","Ribeira do Amparo (BA)","136604"
"2926608","Ribeira do Pombal (BA)","537633"
"2926657","Ribeirão do Largo (BA)","78232"
"2926707","Rio de Contas (BA)","118005"
"2926806","Rio do Antônio (BA)","99522"
"2926905","Rio do Pires (BA)","80972"
"2927002","Rio Real (BA)","843779"
"2927101","Rodelas (BA)","85580"
"2927200","Ruy Barbosa (BA)","303300"
"2927309","Salinas da Margarida (BA)","156468"
"2927408","Salvador (BA)","62717483"
"2927507","Santa Bárbara (BA)","166403"
"2927606","Santa Brígida (BA)","100084"
"2927705","Santa Cruz Cabrália (BA)","394545"
"2927804","Santa Cruz da Vitória (BA)","53725"
"2927903","Santa Inês (BA)","69454"
"2928000","Santaluz (BA)","345892"
"2928059","Santa Luzia (BA)","87787"
"2928109","Santa Maria da Vitória (BA)","432753"
"2928208","Santana (BA)","233276"
"2928307","Santanópolis (BA)","50442"
"2928406","Santa Rita de Cássia (BA)","216621"
"2928505","Santa Terezinha (BA)","69711"
"2928604","Santo Amaro (BA)","783606"
"2928703","Santo Antônio de Jesus (BA)","2094611"
"2928802","Santo Estêvão (BA)","726481"
"2928901","São Desidério (BA)","2355568"
"2928950","São Domingos (BA)","69305"
"2929008","São Félix (BA)","134216"
"2929057","São Félix do Coribe (BA)","168657"
"2929107","São Felipe (BA)","180196"
"2929206","São Francisco do Conde (BA)","10211680"
"2929255","São Gabriel (BA)","109646"
"2929305","São Gonçalo dos Campos (BA)","843419"
"2929354","São José da Vitória (BA)","49080"
"2929370","São José do Jacuípe (BA)","80166"
"2929404","São Miguel das Matas (BA)","108501"
"2929503","São Sebastião do Passé (BA)","548334"
"2929602","Sapeaçu (BA)","158380"
"2929701","Sátiro Dias (BA)","147430"
"2929750","Saubara (BA)","126888"
"2929800","Saúde (BA)","79663"
"2929909","Seabra (BA)","470809"
"2930006","Sebastião Laranjeiras (BA)","75487"
"2930105","Senhor do Bonfim (BA)","813589"
"2930154","Serra do Ramalho (BA)","299824"
"2930204","Sento Sé (BA)","467992"
"2930303","Serra Dourada (BA)","140396"
"2930402","Serra Preta (BA)","106862"
"2930501","Serrinha (BA)","851147"
"2930600","Serrolândia (BA)","89024"
"2930709","Simões Filho (BA)","5322068"
"2930758","Sítio do Mato (BA)","90086"
"2930766","Sítio do Quinto (BA)","78603"
"2930774","Sobradinho (BA)","491099"
"2930808","Souto Soares (BA)","103217"
"2930907","Tabocas do Brejo Velho (BA)","135610"
"2931004","Tanhaçu (BA)","185735"
"2931053","Tanque Novo (BA)","154867"
"2931103","Tanquinho (BA)","52412"
"2931202","Taperoá (BA)","159305"
"2931301","Tapiramutá (BA)","108343"
"2931350","Teixeira de Freitas (BA)","2311886"
"2931400","Teodoro Sampaio (BA)","125271"
"2931509","Teofilândia (BA)","150087"
"2931608","Teolândia (BA)","148489"
"2931707","Terra Nova (BA)","121935"
"2931806","Tremedal (BA)","111956"
"2931905","Tucano (BA)","443926"
"2932002","Uauá (BA)","179976"
"2932101","Ubaíra (BA)","173232"
"2932200","Ubaitaba (BA)","201319"
"2932309","Ubatã (BA)","181354"
"2932408","Uibaí (BA)","89846"
"2932457","Umburanas (BA)","117991"
"2932507","Una (BA)","254083"
"2932606","Urandi (BA)","166839"
"2932705","Uruçuca (BA)","211940"
"2932804","Utinga (BA)","156148"
"2932903","Valença (BA)","1435290"
"2933000","Valente (BA)","223615"
"2933059","Várzea da Roça (BA)","89737"
"2933109","Várzea do Poço (BA)","75605"
"2933158","Várzea Nova (BA)","119422"
"2933174","Varzedo (BA)","104708"
"2933208","Vera Cruz (BA)","512864"
"2933257","Vereda (BA)","71688"
"2933307","Vitória da Conquista (BA)","6482663"
"2933406","Wagner (BA)","68919"
"2933455","Wanderley (BA)","122263"
"2933505","Wenceslau Guimarães (BA)","241012"
"2933604","Xique-Xique (BA)","369322"
"3100104","Abadia dos Dourados (MG)","154969"
"3100203","Abaeté (MG)","426042"
"3100302","Abre Campo (MG)","184764"
"3100401","Acaiaca (MG)","38763"
"3100500","Açucena (MG)","96998"
"3100609","Água Boa (MG)","128317"
"3100708","Água Comprida (MG)","132462"
"3100807","Aguanil (MG)","59822"
"3100906","Águas Formosas (MG)","227089"
"3101003","Águas Vermelhas (MG)","220892"
"3101102","Aimorés (MG)","433945"
"3101201","Aiuruoca (MG)","89751"
"3101300","Alagoa (MG)","35473"
"3101409","Albertina (MG)","84669"
"3101508","Além Paraíba (MG)","922183"
"3101607","Alfenas (MG)","2664046"
"3101631","Alfredo Vasconcelos (MG)","84166"
"3101706","Almenara (MG)","496223"
"3101805","Alpercata (MG)","78783"
"3101904","Alpinópolis (MG)","352545"
"3102001","Alterosa (MG)","218828"
"3102050","Alto Caparaó (MG)","71842"
"3102100","Alto Rio Doce (MG)","162094"
"3102209","Alvarenga (MG)","38965"
"3102308","Alvinópolis (MG)","280998"
"3102407","Alvorada de Minas (MG)","42534"
"3102506","Amparo do Serra (MG)","46041"
"3102605","Andradas (MG)","872682"
"3102704","Cachoeira de Pajeú (MG)","87806"
"3102803","Andrelândia (MG)","218809"
"3102852","Angelândia (MG)","77699"
"3102902","Antônio Carlos (MG)","140944"
"3103009","Antônio Dias (MG)","189398"
"3103108","Antônio Prado de Minas (MG)","22389"
"3103207","Araçaí (MG)","58024"
"3103306","Aracitaba (MG)","22382"
"3103405","Araçuaí (MG)","392695"
"3103504","Araguari (MG)","4091891"
"3103603","Arantina (MG)","47657"
"3103702","Araponga (MG)","89465"
"3103751","Araporã (MG)","1189015"
"3103801","Arapuá (MG)","115042"
"3103900","Araújos (MG)","310141"
"3104007","Araxá (MG)","5141111"
"3104106","Arceburgo (MG)","267724"
"3104205","Arcos (MG)","1229696"
"3104304","Areado (MG)","226083"
"3104403","Argirita (MG)","32167"
"3104452","Aricanduva (MG)","43958"
"3104502","Arinos (MG)","205425"
"3104601","Astolfo Dutra (MG)","299985"
"3104700","Ataléia (MG)","131807"
"3104809","Augusto de Lima (MG)","64566"
"3104908","Baependi (MG)","262739"
"3105004","Baldim (MG)","107640"
"3105103","Bambuí (MG)","527978"
"3105202","Bandeira (MG)","44394"
"3105301","Bandeira do Sul (MG)","63943"
"3105400","Barão de Cocais (MG)","727193"
"3105509","Barão de Monte Alto (MG)","49123"
"3105608","Barbacena (MG)","2683459"
"3105707","Barra Longa (MG)","69634"
"3105905","Barroso (MG)","385190"
"3106002","Bela Vista de Minas (MG)","218505"
"3106101","Belmiro Braga (MG)","48363"
"3106200","Belo Horizonte (MG)","88951168"
"3106309","Belo Oriente (MG)","2065747"
"3106408","Belo Vale (MG)","146387"
"3106507","Berilo (MG)","93651"
"3106606","Bertópolis (MG)","37078"
"3106655","Berizal (MG)","40114"
"3106705","Betim (MG)","23088153"
"3106804","Bias Fortes (MG)","31588"
"3106903","Bicas (MG)","246883"
"3107000","Biquinhas (MG)","40048"
"3107109","Boa Esperança (MG)","833111"
"3107208","Bocaina de Minas (MG)","55179"
"3107307","Bocaiúva (MG)","797235"
"3107406","Bom Despacho (MG)","1211510"
"3107505","Bom Jardim de Minas (MG)","121192"
"3107604","Bom Jesus da Penha (MG)","123213"
"3107703","Bom Jesus do Amparo (MG)","75714"
"3107802","Bom Jesus do Galho (MG)","139751"
"3107901","Bom Repouso (MG)","118308"
"3108008","Bom Sucesso (MG)","305619"
"3108107","Bonfim (MG)","85997"
"3108206","Bonfinópolis de Minas (MG)","201431"
"3108255","Bonito de Minas (MG)","74049"
"3108305","Borda da Mata (MG)","308219"
"3108404","Botelhos (MG)","234481"
"3108503","Botumirim (MG)","48341"
"3108552","Brasilândia de Minas (MG)","219226"
"3108602","Brasília de Minas (MG)","302161"
"3108701","Brás Pires (MG)","35999"
"3108800","Braúnas (MG)","92833"
"3108909","Brazópolis (MG)","166200"
"3109006","Brumadinho (MG)","1988403"
"3109105","Bueno Brandão (MG)","137788"
"3109204","Buenópolis (MG)","115277"
"3109253","Bugre (MG)","46259"
"3109303","Buritis (MG)","700922"
"3109402","Buritizeiro (MG)","420003"
"3109451","Cabeceira Grande (MG)","182248"
"3109501","Cabo Verde (MG)","230284"
"3109600","Cachoeira da Prata (MG)","38436"
"3109709","Cachoeira de Minas (MG)","198579"
"3109808","Cachoeira Dourada (MG)","75011"
"3109907","Caetanópolis (MG)","252700"
"3110004","Caeté (MG)","577870"
"3110103","Caiana (MG)","59336"
"3110202","Cajuri (MG)","68143"
"3110301","Caldas (MG)","228453"
"3110400","Camacho (MG)","40507"
"3110509","Camanducaia (MG)","605887"
"3110608","Cambuí (MG)","1348085"
"3110707","Cambuquira (MG)","224707"
"3110806","Campanário (MG)","38748"
"3110905","Campanha (MG)","304028"
"3111002","Campestre (MG)","350563"
"3111101","Campina Verde (MG)","508563"
"3111150","Campo Azul (MG)","32965"
"3111200","Campo Belo (MG)","983869"
"3111309","Campo do Meio (MG)","172041"
"3111408","Campo Florido (MG)","505682"
"3111507","Campos Altos (MG)","325402"
"3111606","Campos Gerais (MG)","477705"
"3111705","Canaã (MG)","67090"
"3111804","Canápolis (MG)","346723"
"3111903","Cana Verde (MG)","62957"
"3112000","Candeias (MG)","260943"
"3112059","Cantagalo (MG)","45094"
"3112109","Caparaó (MG)","71746"
"3112208","Capela Nova (MG)","48564"
"3112307","Capelinha (MG)","605890"
"3112406","Capetinga (MG)","118130"
"3112505","Capim Branco (MG)","86153"
"3112604","Capinópolis (MG)","382630"
"3112653","Capitão Andrade (MG)","43990"
"3112703","Capitão Enéas (MG)","254158"
"3112802","Capitólio (MG)","208001"
"3112901","Caputira (MG)","74538"
"3113008","Caraí (MG)","152305"
"3113107","Caranaíba (MG)","31368"
"3113206","Carandaí (MG)","499029"
"3113305","Carangola (MG)","516515"
"3113404","Caratinga (MG)","1608693"
"3113503","Carbonita (MG)","128344"
"3113602","Careaçu (MG)","148841"
"3113701","Carlos Chagas (MG)","320033"
"3113800","Carmésia (MG)","27821"
"3113909","Carmo da Cachoeira (MG)","223937"
"3114006","Carmo da Mata (MG)","169375"
"3114105","Carmo de Minas (MG)","184675"
"3114204","Carmo do Cajuru (MG)","418349"
"3114303","Carmo do Paranaíba (MG)","737380"
"3114402","Carmo do Rio Claro (MG)","451284"
"3114501","Carmópolis de Minas (MG)","365482"
"3114550","Carneirinho (MG)","318482"
"3114600","Carrancas (MG)","78529"
"3114709","Carvalhópolis (MG)","50807"
"3114808","Carvalhos (MG)","55428"
"3114907","Casa Grande (MG)","60550"
"3115003","Cascalho Rico (MG)","47834"
"3115102","Cássia (MG)","317783"
"3115201","Conceição da Barra de Minas (MG)","42767"
"3115300","Cataguases (MG)","1579995"
"3115359","Catas Altas (MG)","609952"
"3115409","Catas Altas da Noruega (MG)","35734"
"3115458","Catuji (MG)","62976"
"3115474","Catuti (MG)","39496"
"3115508","Caxambu (MG)","329263"
"3115607","Cedro do Abaeté (MG)","17486"
"3115706","Central de Minas (MG)","77886"
"3115805","Centralina (MG)","271412"
"3115904","Chácara (MG)","36400"
"3116001","Chalé (MG)","68491"
"3116100","Chapada do Norte (MG)","95509"
"3116159","Chapada Gaúcha (MG)","182528"
"3116209","Chiador (MG)","29837"
"3116308","Cipotânea (MG)","48159"
"3116407","Claraval (MG)","122624"
"3116506","Claro dos Poções (MG)","62592"
"3116605","Cláudio (MG)","656478"
"3116704","Coimbra (MG)","107944"
"3116803","Coluna (MG)","85394"
"3116902","Comendador Gomes (MG)","111341"
"3117009","Comercinho (MG)","53964"
"3117108","Conceição da Aparecida (MG)","203379"
"3117207","Conceição das Pedras (MG)","37235"
"3117306","Conceição das Alagoas (MG)","844041"
"3117405","Conceição de Ipanema (MG)","49820"
"3117504","Conceição do Mato Dentro (MG)","810999"
"3117603","Conceição do Pará (MG)","268643"
"3117702","Conceição do Rio Verde (MG)","207755"
"3117801","Conceição dos Ouros (MG)","186512"
"3117836","Cônego Marinho (MG)","50858"
"3117876","Confins (MG)","1058291"
"3117900","Congonhal (MG)","184679"
"3118007","Congonhas (MG)","1646174"
"3118106","Congonhas do Norte (MG)","38962"
"3118205","Conquista (MG)","437620"
"3118304","Conselheiro Lafaiete (MG)","2125977"
"3118403","Conselheiro Pena (MG)","300321"
"3118502","Consolação (MG)","24459"
"3118601","Contagem (MG)","28988053"
"3118700","Coqueiral (MG)","148753"
"3118809","Coração de Jesus (MG)","200148"
"3118908","Cordisburgo (MG)","92742"
